merchant_name,status,nooftransactions
UBER   *TRIP,completed,2
L.R. SUPERMERCADOS LTD,completed,2
MERCPAGO    *CIAOBRAS,completed,2
000000342,rejected,1
MONETIZZE   *94164,completed,2
JARDIM ITALIA,completed,2
MAGALU COM,completed,2
SmartRevistariaE,completed,2
LEROY SOROCABA,completed,2
DENISE DE ALMEIDA EVAN,completed,4
SCIANTUSI RESTAURANT,completed,1
FORN DE PA JOSEP NOVELLAS,rejected,1
PG*Vakinha com,completed,2
PIISPANSILTA 11,rejected,1
adidas UK Limited,completed,1
OPCIONS VIALS,completed,1
FINIS BEACH BAR,completed,1
IRD.GOV.MT,completed,1
DISNATYVIC,completed,1
Cineworld,completed,1
TESCO MUSZYNA K.POK,completed,1
ALBERT VAM DEKUJE,completed,6
LOJA BEM BARATO,completed,2
ZOOP BRASIL*CHALE DAS,rejected,4
KOY SUSHI 2,completed,2
POSTO ABSCOMBUSTIVEIS,completed,12
PICPAY *WX8 HELTONNAS,completed,4
J VARGAS SUPERMERCADO,completed,8
REAL CLUB MARITIMO SOTOGR,completed,2
XANIT HOSPITAL INTERNACIO,completed,2
DICKENSONS OF FULHAM,completed,4
MEETING POINT CAFE,completed,1
N REZENDE ZEOLLA,completed,4
VIA MAZZINI 69,completed,1
ARTIMA SA,rejected,1
RONCAR MOTOS,completed,2
MOTOTURBO GO,completed,2
FARMACIA BONNIN,completed,1
BAR REST LA BENZINERA,completed,3
MERCPAGO*DIEGO,completed,2
REGIONAL PHARMACY,completed,2
THEATRE CAFE,completed,1
AUTO POSTO MASUT II LT,completed,2
7ME  IGREJA,completed,2
CASASBAHIA.C*202821785,completed,2
POSTO RENASCENCA,completed,2
LIDL GB BIRKENHEAD,completed,1
MERCPAGO    *MEVENDAS,completed,2
MiniMercadoBomPre,completed,2
KLM SA MOTHERCARE,completed,1
WWW.NIKESTORE.COM,canceled,1
AMAZON WEB SERVICES,completed,4
OHANA COCKTAIL BAR,completed,1
DESEJO DE MULHER,completed,2
LucasLanchaes,completed,2
ANTONIO ADEVAN AZEVEDO,completed,2
BENDITO EMPORIO,completed,6
TAMANDARE,completed,14
CARMO MAGAZINE,completed,2
PAYPAL *CARTRIDGEPE,completed,3
Google ADS3989241398,rejected,2
TESCO STORE 3120,completed,7
99* POP 23Mai 22h32min,completed,2
AUTO POSTO SJB,rejected,1
RBCZ,completed,2
LIDL GB  LONDON,completed,2
PAYPAL *ECHOUSESTOR EBA,rejected,1
COOP OBS JESSHEIM 246845,completed,3
SAINSBURYS SACAT (4364,completed,3
120380449,completed,2
MERCPAGO    *TAXIABRA,completed,2
CO OP GROUP FOOD,rejected,1
PADARIA POMPEIA,completed,6
RUA PROFESSOR ALVARO J,completed,2
KAUPINKALLION,completed,1
36 DEGREES NORTH,completed,1
QUIACO,completed,2
AUTO POSTO VITORIA DE,completed,2
P GASOLINA MARANATHA,completed,2
SONDA POMPEIA,rejected,1
AUTO POSTO PINHEIRINHO,completed,2
LA IBENSE ED FORMENTOR,completed,1
UberBR UBER CASH,rejected,1
ALTERMIX,rejected,1
PADARIA JULIANA,completed,2
FCIA. AEROPUERTO MALAGA,completed,1
HARWOOD ARMS,completed,1
JARDIM DINAPOLI,completed,2
LACA BURGUER,completed,2
RESTAURANTE SUSHI JK L,rejected,1
PANIFICADORA CATARINEN,completed,4
WWW.NPOWER.COM,rejected,1
IZ *COFX,completed,6
MERCPAGO    *ANTONIOC,completed,2
AutoPosto,completed,8
marmitexaraxa,completed,2
NIPPON RESTAURANTE,completed,2
FARMACIA DA GENTE,completed,2
CHIRINGUITO NAHU BEACH,completed,2
VILLE SUPERMERCADOS,completed,6
TABERNA EL ANTICUARIO,completed,1
CRV*C-JVJWVZ from Curve,completed,2
M and M Direct Ltd,completed,5
MALANDRINO,completed,1
siepomaga.pl,completed,6
HOLLAND  AND BARRETT,completed,1
CATARINENSE PICARRAS,completed,4
TESCO PAYAT PUMP 3700,completed,1
JociaraAlves,completed,4
ELETROZINA,rejected,1
MERCADONA BUTIHONDO,completed,1
EMPORIO BRASIL,completed,6
ONE STOP (2730),completed,1
MSG PIZZA SL,completed,1
E S  LAS PEDRIZAS,rejected,1
2 KM COMERCIO DE COMBU,completed,2
SABOR CAICARA,completed,2
CAPRABO 7756 EL VENDRELL,rejected,1
KING S KAO LANCHES LTD,completed,4
SUPERMERCADO ROYAL,completed,2
BARBOSAO EXTRA SUPERME,completed,2
MC DONALDS CAI,completed,2
PG          *Sanavita,completed,2
NEWTON SYSTEMS LTD,rejected,1
TESCO STORE 2619,rejected,3
GOTICA PAES E DOCES,completed,6
MERCADO BENTO,completed,4
JOSENETOSANTOSGMAIL.C,completed,2
MarcosAntonioDeOl,rejected,1
SAINSBURY'S BRISTOL WA,rejected,1
MERCADONA ALTABIX,completed,23
ROYAL MAIL GROUP,completed,1
MIX BAR EIRELI,completed,4
LIDL VIC - LA GUIXA,completed,6
ELIDIO BAR,completed,2
DROGARIA RETIRO,completed,6
MANIA DE CALCADOS SJB,completed,2
Ding 62123917,completed,1
www.groupon.es,completed,1
AHMED BENDALI SABBAH,completed,1
MUELLE  1-PARKING,completed,1
CIRQUE DU SOLEIL,completed,1
PG          *Loterias,completed,2
AVENIDA FRANCISCO SA,completed,2
E.S. ALCAMPO TOLEDO,completed,1
LITT FRUTA Y VERDURA 2,completed,2
Hbconsultoria,rejected,2
Vueling Air WDQBHM,rejected,1
CASA LIMPA,rejected,1
DICKENSONS OF FULHAM,rejected,1
MGSA COMERCIO DE ALIME,completed,2
E.S.POLICOTXE,completed,1
O SAPEKA 1,completed,2
ARAPUKA BAR,completed,2
RodrigoAlves,completed,2
Comercialpinheiro,completed,2
BIG JEFF S BURGUER LTD,completed,2
ARMAZEM SANTA CLARA,completed,2
CASA DO PINTOR,completed,2
CHURRERIA ALCALA,completed,1
MERCPAGO    *COMERCIO,rejected,1
COINBASE 8RPUNXTE6,completed,1
CORTE INGLES COSTA MIJ,rejected,1
HFX  HACKNEY,completed,1
SPAR SANTA MARIA,completed,1
AUTOPISTA DEL SOL,completed,67
BOARD OF BEANS,completed,4
Amazon *Mktplce EU-DE,completed,22
REAL DA JACINA,rejected,2
CONTROL ACCOUNT,completed,2
SUPERMERCADO COMPER,completed,2
AGROPECUARIA MARQUES,completed,18
EMPORIO JARDIM EUROPA,completed,2
LEROY MERLIN CURITIBA,completed,2
SUMUP  *00808396900,completed,2
Google retroloungelab,completed,2
*DEUTSCHE BANK,completed,1
Kindle Svcs,completed,8
Cartao de TODOS,rejected,10
CARREFOUR TRVJA,completed,2
FABRIQUE,completed,1
WESTMINSTER PARKING,completed,2
LOreal,completed,1
KASSIS FUEL,completed,1
KIABI.ES,rejected,3
PAYPAL *DBRAND DBRAND O,completed,1
CENTER FRUIT,completed,2
MERCPAGO*ENCAPLAST,completed,2
MONETIZZE*Mtodo,completed,4
DM 137 PE'CS,completed,1
SUMUP  *LETICIAFOSCARI,completed,2
SKLUM,completed,1
AME DIGITAL*AME Digita,rejected,1
01 MAKRO BARAJAS,rejected,2
ACUBA,rejected,1
GIBRALTAR CAR PARKS,completed,3
MAGNETICS WORKS,completed,1
SUPERMERCADO CONSALTER,rejected,2
Anaclaudiasilvest,completed,2
TINTAS MC LOJA 26,completed,2
MC DONALDS  CBD,completed,2
VIA EXPRESSA CONVENIEN,completed,2
AUTO POSTO JORDAN,rejected,1
FARMACIA BRASIL POPULA,completed,2
PAYPAL *BOLD BUNNY,completed,1
EC*SNBARRETTO2,rejected,2
CENTER LESTE VIDROS 2,completed,2
TRADERA,completed,1
RAPPI BRASIL INTERMEDI,completed,51
POSTO VELOX,completed,2
CASAS BAHIA,rejected,2
ALDI ELCHE,completed,11
SUSHI GOHAN,rejected,1
SUPERMERCADO DIALPRIX,completed,4
IVI BARCELONA,completed,4
COSTA MIJAS H,completed,2
TORO RESTAURANTES LTDA,completed,4
VITAPAO,completed,2
CONVENIENCIA 252,rejected,1
MIELE MOTO SHOP,rejected,2
JessicaClaraDa,completed,2
MERCPAGO*FELIPEBEVI,completed,3
KIKA LEHEL U.,completed,1
SHELL PKP LIVADHIA,completed,3
IB.COM EUR SM PAGO SEGUR,completed,1
DIRK VAN DEN BROEK 3173,completed,2
MARKS&SPENCER PLC,completed,1
DONA TEREZINHA ALIMENT,completed,6
"AVENIDA AMERICAS,",completed,2
REDE RESTAURANTE,completed,2
DROGARIA REBECA,completed,2
POSTO FAZGRAN JUNDIAI,completed,2
Lulu,completed,2
MR PRODUTOS NATURAIS,completed,2
IDEO BRICOLAJE Y DECOR,completed,1
Eurolife FFH AEAZ,completed,1
JaneNascimento,completed,2
POSTO TRANSABRIL SUL,completed,2
TE31556,completed,1
PRECI SKI MERIBEL C,rejected,1
TOP MARTIAL ARTS,completed,2
DOUBLE FONDS,completed,1
SPRINGFIELD,completed,1
PANIF CONFEITARIA SANT,rejected,2
FARMACIA FORNES,completed,1
MAX S OPTICA,completed,2
CELER       *INVESTJET,completed,2
HOLLAND AND BARRETT,completed,3
DISTRIBUIDORA CHEGA MA,completed,2
MARKS SPENCER PLC,completed,5
COSTA 68,rejected,1
DISK CERVEJA GELA GUEL,completed,2
PANVEL MATRIZ,completed,2
SUPERMERCADO COSTA,rejected,1
MINHA FARMACIA LTDA,completed,2
POSTO HARGER,completed,2
"RIPOLL I FILLS, SL",rejected,1
PAPELARIA UNIVERSITARI,completed,2
LES 4 CARRETERES,completed,1
MONETIZZE*98458,rejected,5
LOJAS IPLACE,completed,4
OCEANO TINTAS,completed,2
LEEDS UTD MATCH DAY TI,completed,2
GOLDCAR CENTRAL,completed,4
Tortilla House Finland,rejected,1
CONF BELLA BARRA,completed,4
NINO CUCINA,completed,2
LEGO CIDADE JARDIM,completed,2
POSTO JR,completed,4
SUPERMERCADO IGUACU,completed,2
frutibus,completed,1
VAIL COMERCIO DE ALIME,rejected,1
CENTRAL ENGLAND COOP L,completed,1
CASA DOS PARAFUSOS,completed,2
99* POP 28Ago 05h09min,rejected,1
POSTO E GARAGEM RAJA D,rejected,1
PASTITALIA,completed,2
HORTIFRUTI BIENAL 2.0,completed,2
FrigorificoAsaBra,completed,2
ZARA HELLAS,completed,1
PAYPAL *AROMATOOLS,completed,2
RESTAURANTE MONTSERRAT,completed,3
CASA DA CONSTRUCAO,completed,2
"\"SHELL TO:LTO\"\"A'LL. 042\"",completed,2
MIREMAR TERCEROS,completed,1
ROKIT,completed,1
RAMSONS SELECT 94 MAIN,completed,1
Panificadora,completed,2
SHELL GRUYERE,completed,1
AMZN Mktp ES,canceled,3
SABOR TROPICAL,completed,6
LIND INDUSTRIA E COMER,completed,2
UPFIT GYM,completed,2
PARK SHOW BATEL,completed,2
MERCPAGO    *PANOSDEP,completed,2
FASCINATTO SORVETES SO,completed,2
FRIBAL CALHAU,completed,4
GOOGLE *Google Play Ap,rejected,3
CLINICA EVAS,completed,2
JOHN LEWIS PARTNERSHIP,completed,1
MESHICO REST & CAFE FZ,rejected,1
RAMSONS SELECT CASEMAT,completed,2
MERCPAGO*AGUIADOURADA,completed,2
PLANO OI,completed,2
DOCES VINNI,completed,2
INPARK DOMO,completed,2
MERCADO DO TIO,completed,2
SP BROKLIN 3,completed,2
AVENIDA MARGINAL LESTE,completed,4
PICPAY *ZX3 RECARGACE,completed,4
MERCPAGO    *GEISIANE,canceled,4
POSTO CAMPEAO,completed,2
DROGASIL 1866,completed,2
LLODRA SL - SANTA MARIA,completed,1
JuliaMariaVasconc,completed,2
SUPERMERCADO JD AMALIA,completed,4
POSTO DE COMBUSTIVEIS,completed,10
SAVERS HEALTH   BEAUTY,rejected,1
DROGASIL 1739,completed,8
CINTIA DOS SANTOS MARI,completed,2
GADGETVIBES,completed,2
LA FARINA,completed,8
IFD*BR,completed,9
STORY BLOCKS*VIDEO,rejected,6
NATIONAL PARK RESERVAT,completed,1
BAR IMBARCHI A MALPENSA,rejected,1
LANCHONETE RPM SAMPAIO,completed,2
RAINHA DA VILA SONIA,completed,2
CHORIATIKO,completed,1
DISTRIB MARIANA,completed,2
Tesco Brno Kralovo Pol,completed,2
WWW.PRIVATE-EYE.CO.UK,completed,1
TOYSHOW,rejected,1
BUSCALIBRE ESPANA S.L.,rejected,1
WWW.ZARA.COM,rejected,1
CLICKCAR RENTAL,rejected,1
SUPERMERCADO DIA,completed,6
ART AND HOBBY AE,completed,1
LAVA CAR ALBANO,completed,2
AutoPostoChacara,completed,4
00496514,completed,1
melvil.cz,completed,1
FARMACIA POPULAR PRECO,completed,4
TUTTO HOGARISIMO,completed,1
SushiRestaurante,canceled,2
MECANICA FUSAO,completed,2
DESCOMPLICA,completed,2
LA CANASTA CAMINO DEL PIN,completed,1
CIA DEL TROPICO CAFE Y TE,completed,1
MERCADONA HABANERAS,completed,1
99* POP 08Jun 19h11min,completed,2
The Coop,rejected,1
Santander,completed,1
LOLA CHARCUTERIA CAFE0,rejected,1
99* TAXI 05Mar 09h41mi,completed,2
A H BROS LTD,completed,2
POINT DO PAO,completed,8
LEWIS BAR,completed,4
CEMAC SERVICOS E HOSPE,completed,4
ESPETINHO DAGOSTO,completed,4
CANTINHO ARABE,completed,2
PAO DE ACUCAR 1717,completed,4
SUPERCENTER GOIANIA 10,completed,2
MC DONALDS CB2,completed,2
PAYPAL *TRIBOODIGIT,completed,3
IKEA PORTUGAL MOVEIS E DE,rejected,1
DROGARIA ARAUJO,rejected,3
MERCADO FAVORITO,completed,6
BAR ESTERRI,completed,1
MercPago    *TELESENA,rejected,1
OCEAN SPA PLAZA LTD,completed,4
ROAD TAX DEPARTMENT 2,completed,1
VELHO MADALOSSO,completed,4
M2A ALIMENTOS E UTILID,completed,4
99* POP 13Jun 23h28min,completed,2
ACAI NO GRAU LESTE,completed,2
POUNDLAND,completed,1
PAULA MONTEIRO AGUILA,completed,2
HAVAN AUTO CENTER LTDA,completed,2
00493615,completed,1
SUPERALVO SUPERMERCADO,rejected,1
PRIMARK PARQUE MIRAMAR,completed,1
SUPERMERCADO STALO,rejected,1
RESTAURANTE KE,completed,3
ZOKO ZAHARA,completed,1
GARTEN SHOPPING,completed,2
CAPRINOS PIZZA (FAR,completed,1
LIDL TORREMOLINOS SALTILL,completed,1
SUPERMERCADOS BH,rejected,1
PRIMARK LA ZENIA,completed,1
MALAGA NOSTRUM,completed,1
AUTOPISTA DEL SOL,canceled,18
APPLE.COM/BI,rejected,57
RogerioSilvaFelix,completed,2
REI DA CARNE,rejected,1
DROGARIA SAO PAULO FL,completed,2
AMAZON WEB SERVICES,rejected,5
PAYPAL *ERISCARDESI EBA,rejected,2
MANOEL JOSE DA SILVA,rejected,1
LIVELO,rejected,7
BARRACA DO VANDERLEI,completed,2
DROGARIA ARAUJO 170,completed,2
Revolut**4077*,completed,1
Google ADS9297370449,rejected,1
BRITISH AIRWAYS TOURVE,completed,1
CSS PRODUTOS ALIMENTIC,completed,2
NEW SHOES,completed,2
Bahnhofbuffet Kanderst,completed,1
ARAPUKA GASTROBAR,completed,2
SUPER HABIL,canceled,2
MADERO JOINVILLE GARTE,completed,2
Google Pristine Softw,rejected,1
BAR ELIGE TU TAPA,completed,1
RAFAS DOG LANCHES RAPI,completed,2
CATALONIA REINA VICTORIA,rejected,2
Ham   Snack Ltd,completed,1
VIVENDA SILVESTRE,completed,2
PAYPAL *APOTHEKEPC,completed,1
ThalitaMoreira,completed,2
MERCPAGO    *MEYGELAD,completed,2
LA SIRENA SANTA ENGRACIA,completed,1
DUMONT BELVEDERE,completed,2
TRANCOSO FOODS,completed,2
MEGAIMAGE 0047 OBOR,completed,1
99 TECNOLOGI*879610070,rejected,1
PONTO FRIO.C*223579452,completed,2
DING   *63007798,rejected,1
PAYPAL *MOSS FAIRY,rejected,1
AV. FELIPE UEBE,completed,20
PAYPAL      *Paypal,rejected,2
EC*PAGSMILE,rejected,1
OASIS DOS PAES EIRELI,completed,2
MERCADINHO RORAIMA,rejected,1
PAYPAL      *UBER BR,completed,11
MarcosJuniorMuniz,completed,6
AVENIDA DAS AMERICAS,completed,10
T W WIDMEN AUTO CENTER,completed,2
AVENIDA MIGUEL DAMHA,completed,8
MANOUCHE,completed,1
H AND M  GR0438,completed,1
SUMUP  *BIELFERRAGENS,rejected,1
MERCADO OLIVEIRA,completed,4
SIMPLE_CARACTERS_BAZAA,completed,2
CHUMMIES PET   GARDEN,completed,1
CAFETERIAS INA EXPRESSO,completed,6
Salonen Ravintolat Oy,completed,1
CARREFOUR ROMANIA SA,completed,2
BORDIGNON MAT DE CONST,completed,2
TAILWIND,completed,2
POSTO DE GASOLINA RIO,completed,2
MERCPAGO    *VIRTUALL,rejected,1
MARCAO LANCHES,completed,2
LAYOUT HAIR CABELEIREI,completed,2
SUPERMERCADO STALO,completed,4
THE LONDON WALL BED CO,completed,1
CARNISSERIA I PA VILARO,completed,1
BAR BENS,completed,1
MOVEMBER FOUNDATION,completed,1
ALAMEDA EXPRESS,completed,3
FLORIDA,rejected,2
TRATORIA PASTINE,completed,2
MERCPAGO    *JULLYOSM,rejected,1
W.E CONSTRUCOES E TRAN,completed,2
DROGASIL,canceled,2
MMC DOGS AVICULTURA E,completed,2
CILEDA REGINA ZUNINO S,completed,10
MONTE-BU.CZ,canceled,3
HIM,completed,1
GIBRALTAR MAIN ST2,completed,1
MIGROS M EX SIHLPASSAGE,rejected,1
ClaudineiPereiraD,completed,2
101822944,completed,2
AV. FERNANDO COSTA,canceled,2
FORN DE LA GUIXA,rejected,1
HUB,completed,1
JSG SQUARE GARDEN,completed,2
PAO DE ACUCAR LJ 1299,rejected,1
TAQUILLA DE MADERA,completed,1
MERCPAGO*NOVAEXAUSTORE,completed,2
E.S. RIO CASTOR II,completed,1
NINJA CORTTES,completed,2
VILLAGE HOTEL LO. WATFORD,completed,1
0390-CONSUM,completed,4
PP*6888CODE,completed,2
DIA BRASIL LJ 543,completed,2
PADARIA REAL,completed,2
LINKEDIN-610*5372244,rejected,1
STARBUCKS C.C. HABANERAS,completed,1
CLICKCAR RENTAL,completed,1
PAYPAL *MICROSOFT XBOX,canceled,1
insumos veterianarios,rejected,1
LUCAS BURGUER,completed,4
BURGER KING OUVIDOR,completed,2
AJMM,completed,14
ESTRADA PEDREIRA DO RO,completed,2
DL          *778333513,rejected,1
Google Play,completed,2
SUMUP  *DANIELDECASTRO,completed,2
SUPER FESTIVAL,completed,4
KOMPRAO KOCH ATACADIST,completed,24
LAIKI IPERAGORA STELIOS,completed,34
HP TRANSPORTES COLETIV,rejected,1
CANARIUS PALACE HOTEL,completed,2
R4 SUPLEMENTOS,completed,2
INDIEGOGO* CAMPAIGN,completed,1
BOURNE BRIDGE SVS STN,rejected,1
PARME,completed,4
BECCY'S GREENGROCERS,completed,1
LOJAS RENNER FL 69,completed,2
DOYOUSPAIN COM,completed,1
VILLE SUPERMERCADO,completed,2
FAMILIA FARINHA,completed,2
THE ROCKS BAR E BARBEA,rejected,1
PAO DO CAMBUI,completed,2
BoloAoFornoECia,completed,2
SUMUP  *ELIANAFDESOUZA,rejected,1
AL SULTAN,completed,2
SUBMARINO MKTPLACE,completed,4
URBANOS BARBER SHOP,completed,2
360 DEGREES NORTH,completed,1
AREA DELS PRADALS,rejected,1
00492356,completed,1
PARK TOWERS S MARKET,completed,1
AV INDEPENDENCIA,rejected,5
Quartier Apotheke,completed,2
GSAT BRASIL,rejected,5
RUA BARAO DE MELGACO,completed,4
CHINA PARQUE COMERCIO,completed,2
EXTRA 1372,rejected,3
SUPERMERCADO LEVE,completed,4
ADEGA L SABOR UVA,completed,2
ASIA CHIC,canceled,1
IDSJMK.CZ,completed,5
100 MONTADITOS,rejected,2
NRS Healthcare,completed,1
HSBC BANK PLC,pending,2
PAYPAL      *0CODE,rejected,1
AME DIGITAL *AME Digit,completed,4
BANKIA      346,rejected,3
AV CANDIDO HARTMANN,canceled,6
APH VETERINARY HOSPI,completed,3
EL GALEON DEL CENTOLLO,completed,4
12345678,rejected,1
PRACA DE ALIME GAROUPA,completed,2
T B ALMEIDA,completed,4
PAYPAL *FYSIOSUPPLI,completed,1
TIC POSTO V,completed,2
PhotoAmigos,completed,2
CARTAO DE TO*CTN,rejected,1
MEDITERRANEA DE CREPES SA,completed,2
LITTLE GREEN RABBIT GMBH,completed,1
Gap Outlet Romford,rejected,1
2872DROGASIL,completed,2
AIB,completed,2
THE PILATES ROOM,completed,1
AL WADIH ESFIHARIA,completed,4
W M MORRISON PLC,completed,3
PEROLA,completed,2
HUGO INFORMATICA,completed,2
KNOWN HOST,completed,14
RIOT BOUTIQUE,completed,3
NOBREZA,completed,4
Google CCI Intelli,completed,2
KFC,completed,1
ARMARINHO JOAO ANJO,completed,4
RCL*HANAMY,completed,4
GO PLC ONLINE PAYMENT,completed,5
JocielFirminodaCr,rejected,3
AREA PISTE,completed,1
UNIVERSO PET CENTER,completed,2
ASSAI ATACADISTA,rejected,2
SA BOTIGA DE BROS,completed,1
99* POP 24Jul 05h03min,rejected,1
EL CORTE INGLES-DEPARTAM.,completed,2
AV. CRISTIANO MACHADO,completed,2
MERCADO TUCANO,completed,2
BAR DO DIDA,completed,2
PAYPAL *EBAY SALE EBAY,completed,1
EROSKI CENTER,rejected,1
NOVA CHURRASCARIA ROSA,completed,2
COMPRE BEM GUARATINGUE,completed,2
ENZO,completed,2
KICKSTARTER COM,completed,1
GIBRALTAR LW 2,completed,1
99* POP 03Set 10h47min,rejected,1
gearbest.com,completed,1
SARAH DAYANE VASCONCEL,completed,4
autoservice boca fria,completed,1
CARREFOUR 5 CPS CAMPIN,completed,8
CARREFOUR ECP,completed,6
EC*ELOJOB,rejected,1
AUTO POSTO ML,completed,8
E.S SON OMS,completed,2
000000995,rejected,1
P & G SANTANA,completed,2
TAPA CANA,completed,3
NEW CHANG,completed,4
PARKING LARGA ESTANCIA AE,completed,1
RAIA 2078,completed,2
MERCEARIA MIX BAR LTDA,rejected,2
E VINO      *BR2020262,completed,2
Billa Kridlovicka 34,completed,1
99* POP 28Mai 19h23min,completed,2
DEPOSITO JR,completed,2
SUPERMERCADO JAMAICA,completed,1
PAYPAL *NOIZ.GR,completed,2
ESSO TWIN BRIDGES SSTN,completed,1
TDA D CAFE JUAN VALDE0,completed,1
SUPERCENTER TAMBORE 10,completed,2
PANIFICADORA,rejected,1
RELAY 1714. T2/A VIRGI,completed,1
ROYAL SPICE,completed,1
RESTAURANTE ORO Y LUZ,completed,1
SUPERMERCADO PAGUE MEN,completed,2
EBANX SPOTIFY,completed,8
GRAN TARAJAL,rejected,8
PP*4397CODE,completed,2
MIRADOR RESTAURANTE E,completed,6
CHANTEROY SOUTHFIELDS,completed,1
Facebook 5FMKYQW452,rejected,1
PICPAY *HN4 GOOGLEPLA,rejected,1
99* POP 03Jun 22h22min,completed,2
MERCPAGO    *TAMIRESC,completed,2
AVENIDA EMBAIXADOR ABE,completed,8
MBI*PROBILLER.COM,rejected,2
PORTAL CONVENIENCIA EI,completed,2
DELACREM,completed,2
WH SMITH TRAVEL,completed,1
iZ *Samba Kitchen,completed,3
BAR DO JAPONES,completed,2
PAYPAL *LUDWIGVONKA,completed,5
VIANDAS MALLORCA,completed,1
DrogariaModerna10,completed,2
99* POP 31Mai 15h02min,completed,2
NOVECINCOSEISUMNOVECIN,rejected,1
FARMA CHRONA,completed,2
BURE PROD. BR.5,completed,2
99* POP 23Ago 01h39min,rejected,1
MERCADONA LA ESPRILLA,completed,4
BURGER KING JOINVILLE,completed,2
DREAMS TICKET,completed,2
SFO COMBUSTIVEIS,completed,6
MINIPRECO,completed,3
CASAS BAHIA,completed,2
RAIA 260,completed,2
PANIFICADORA NOVA DIAM,completed,2
MANGO OUTLET-EUR,completed,1
RUA 73,completed,2
TIM*47999715399,completed,2
FARMAVIDA COLONIA,completed,2
FOUR SEASONS RESTAURANT B,completed,2
MERCPAGO    *PINGOIMP,completed,2
99* POP 13Mar 12h21min,completed,2
EC*PGTODECONTAS,canceled,2
LC RESTAURANTE LANCHE,completed,2
SUPERMERCADO SANTO AMA,completed,2
MONETIZZE   *40922,completed,2
FORNES BARRA,completed,2
HSH*SENNA MOVEIS,canceled,18
ZANOTTI PRESENTES LTDA,completed,4
CALZEDONIA CC ZENIA,completed,1
FARIAS GAS,completed,2
MARILENE GOMES ME,rejected,2
LA DESPENSA FAMILIAR,completed,1
PUB GETULIO,completed,6
MOTO CENTER,completed,2
EC*VESTEBEM,completed,4
FORNERIA ORIGINAL,completed,4
DOTERRA,completed,10
SQ *FOOTNOTE,completed,3
DRAKOULIS MEAT MEPE,completed,4
MDL COMESTIVEIS LTDA,completed,2
N526451,rejected,1
PICPAY      *ZM1 LUCAS,completed,2
Tesco Brno Dornych,completed,1
PO BROOKHILL,rejected,1
VERIDE,completed,1
JanainaMachadoBot,rejected,1
EUGENIO ROQUE CAUMO,completed,2
SERASA,completed,2
VIVO CONTROL,completed,5
LA DESPENSA,completed,2
0059-CONSUM TORREVIEJA ZO,completed,1
RUA SAMUEL HEUSE,completed,2
HALL OF BRANDS 2,completed,1
2127.4438.2967 CARDS 2,canceled,2
BLOCK HOUSE,completed,1
NA KNOFLIKU,completed,1
PP*1774CODE,completed,2
Air Bank 2264,completed,1
99* POP 12Jul 20h27min,completed,2
Supermercado,completed,2
PORTO MATTO DI BASI MICH,completed,1
CASA GALICIA SANTURTZI,completed,1
VERDECRORA,completed,3
POSTO AMIGAO,completed,18
UDEMY  ONLINE COURSES,completed,8
REVO*Luis FranciscoTejada,rejected,3
AMZNMKTPLACE AMAZON.CO.UK,completed,3
THE BODY SHOP,completed,2
Google socialpoint,rejected,1
AMERICANAS.COM,completed,2
PHO CO,completed,1
PICPAY *QX9 PGTOCONTA,rejected,1
LOJAS LIVIA,completed,2
JEREZ H.,completed,2
TAXI N19 FORMENTERA,completed,1
ED.PLANETA DE AGOSTINI,completed,2
MHM CAIXAS COMERCIO DE,completed,2
99* POP 25Jul 02h55min,rejected,1
ANAR RESTAURANT,completed,1
Mumbai Local,rejected,1
WEMBLEY OFF LICENCE,completed,1
FARMACIA VITORIA DA CO,rejected,1
"KONVERTER,P.PINNA 21",completed,1
LABITESTE,completed,2
SALGADOS JERRY CIA,completed,6
NOTINO LETMO,completed,2
CLARO FLEX,completed,2
AVENIDA ALBERTO MARANH,completed,2
LOJA 2766,completed,2
99* POP 21Jul 07h30min,rejected,1
DROGARIA SAO GABRIEL,completed,2
99* POP 04Out 14h35min,rejected,1
PICPAY      *GU1 SAVIO,completed,4
VAGABOND,completed,6
BCC MUGELLO,completed,2
POSTO SERVICO ALVORADA,completed,10
PLAGIUM,completed,4
99* POP 31Mar 16h57min,completed,2
VanildaBatista,completed,8
MERCADO NOGUEIRA,completed,6
NAME-CHEAP COM,completed,9
JosePauloDe,completed,2
EXTRA SUPER LJ 1635,rejected,1
SUPERMERCADO PEDROSO I,completed,12
LONDON EYE,completed,2
"ZAHARA BROTHERS, S.L.",completed,2
FIATC MUTUA DE SEGUROS Y,completed,2
MERCPAGO    *SAMURAIS,rejected,1
SUPERMERCADO RIBEIRO,rejected,2
AGRO COMERCIAL PICARRA,completed,14
MAGAZZINO L V SIGNORA,completed,2
PICPAY *UU5 MARCELOME,completed,2
MrMiniSalgado,completed,2
CHELMSFORD STAR CO OP,completed,1
"RESTALISAL, S.L.",completed,2
Augustiner Keller,completed,1
ESPINDOLA MAT COM,completed,2
COTRISSERRA MATERIAIS,completed,2
RSS STOKE BROOK,rejected,1
EC*FRESHEN,canceled,4
AB* ABEBOOKS GEE4MC,completed,1
SUPERMERCADOS ZAZO S.L,completed,1
MC DONALDS GI2,completed,2
SORVETE DE IOGURTE FRU,rejected,1
DJAPA MOEMA,rejected,2
PORT DE L'ESCALA,completed,1
EROSKI BORDER,completed,1
LIDIA 77,completed,4
SUPERMERCADOS KOCH,completed,104
