merchant_name,nooftransactions
K market Matinkyla,1
EL CARME,1
ISABELLA MENORCA,1
HELLE AUTO S A,1
APTEKA REMEDIUM s.c,1
MOZEBAS,1
Revolut**1025*,1
99* POP 30Jul 02h58min,1
PAYPAL *NOPROFIT,1
Prozis,1
THUVAS 43157,1
PAYPAL *HOMYJUNGLE,1
99* POP 25Ago 09h21min,1
INDIEGOGO* NGRAVE,1
CEDIPSA 37186 GUIRNEY II,1
THE BUSHWACKA,1
BIKEMAX BRNO,1
DL          *463560810,1
WWW.ASOS.COM,1
AMAZON.COM AMZN.COM/BILL,1
99* POP 12Ago 02h07min,1
PAYPAL *PROGREEN,1
LA TABERNA DE LAS 15 LETR,1
THE PILATES ROOM,1
GoFndMe* Support for Addy,1
Factory Kitchen,1
EROSKI CENTER PALMA AUSIA,1
MONS CALPE,1
AHI POKE,1
PAYPAL *NOMOO,1
99* POP 28Ago 22h58min,1
YACHT TERMINAL,1
PLOUGH INN,1
ITV LOS YEBENES,1
PAYPAL *INTERNETFUS,1
GAMBOA RESTAURANT,1
REVO*SandraPrieto Ortuno,1
COINBASE 94JT,1
ALIBABA,1
SBX DUNAKESZI AUCHAN,1
ME London,1
LA VIDA CAFE,1
REY DE ISTAMBUL,1
Cineworld,1
CHANTEROY SOUTHFIELDS,1
R AND J DARVILL AND,1
RESTAURANTE EL CAMPERO,1
TESCO STORES 4337,1
COMES E BEBES BAR E RE,1
ANNY MEGHERDIJIAN,1
DRUNI CC HABANERAS,1
JMDIF SP.Z.O.O. HEBE R,1
PAYU PAGOSONLINE,1
CERVECERIA MORITZ,1
subtel GmbH,1
PAYPAL *KIWOKO,1
COINBASE 26QN,1
LA CANTINELLA SOCIETA' AR,1
Muscle Foods Limited,1
CRV*CO OP GROUP FOOD,1
Lush Retail Limited,1
PLAZA PEREIRA SUPERMER,1
WWW.JUST-EAT.CO.UK,1
FRONTENDMASTERS COM,1
ESPASA CALPE S.A.,1
RECEPCION 2,1
IHERB  LOVE LETTER,1
CLICKANDBOAT.COM,1
99* POP 27Ago 04h39min,1
FRED OLSEN LINEAS,1
A LOJA DO GATO PRETO MALA,1
RAMBO TELECOM S.L.,1
VALMAR EUROPORT PHARMA,1
JAUME DE PUNTIRO S.L.,1
"DROGERIE RABEK, S.R.O. -",1
SUMUP  *BIELFERRAGENS,1
99 TECNOLOGI*703687596,1
BRANDY MELVILLE,1
NICE EXPERIENCE SLU,1
PAYPAL *GALAXY1UKTR EBA,1
ST CLEMENTS,1
BANKIA      044,1
Bahnhofbuffet Kanderst,1
TAXI 456 PALMA,1
SKLUM,1
TERRAZA MEDINA,1
WATERSTONES,1
Aegean Redemptions,1
PARKING LARGA ESTANCIA AE,1
GLYKOLEMONO,1
TheCoven Bar,1
REST. VEGETARIANO,1
Kiehls DE,1
TERRITORIO BURGER,1
RATP,1
CAPRABO 7756 EL VENDRELL,1
RECARGAPAY CartaoPrePa,1
emag.bg/marketplace,1
RESTAURANT MONESTIR,1
RESTAURANTE ALBALA,1
VIVEROS GUZMAN,1
L'OSTERIA MUNCHEN VI,1
ORIGINAL FACTORY SHOP,1
W M MORRISON PETROL,1
EL RINCON DE JUAN,1
Sklep Ogolno-Spozywczy,1
PAYPAL *PAYEMENTSAM EBA,1
Facebook AB4TVQE552,1
MEGAIMAGE 0047 OBOR,1
0059-CONSUM TORREVIEJA ZO,1
Portal Interactiv SL,1
Eurolife FFH AEAZ,1
UberBR UBER CASH,1
PETROBRAS 21,1
ANEK,1
PRIMARK LA ZENIA,1
Netflix.com,1
N672031,1
DISCO N? 13,1
99* POP 12Mar 16h44min,1
VAN GOGH CHOPERIA PIZZ,1
MANOMANO,1
THE BACH,1
ECONOMAT SECT 5 NR.7,1
ALDI 772-175,1
RESTAURANTE TITO LUIGI,1
OPTIMIZING NUTRITION,1
PAYPAL *HENNESMAURI,1
99* POP 19Ago 00h45min,1
SumUp  *Dr Juice Solo Lim,1
vod-info.cc,1
PAYPAL *FOTOPUZZLE,1
Oriental,1
BOLT.EU /O/2011292258,1
MADE OF DOUGH,1
BAH A LIM N,1
BILLA 104 MLADOST,1
ESSO SHREWSBURY SSTN,1
MIXE CHIC DESIGN,1
PARKING SANTA BARBARA,1
CRUK LOT,1
99* POP 16Set 00h47min,1
KASSIS FUEL,1
HERON FOODS LTD,1
BAR FLOTANTE,1
EL HIGUERON,1
AIRPORT SHUTTLE EXPRESS,1
Lush UK,1
HELAYO,1
99* POP 13Set 01h53min,1
CASA GALICIA SANTURTZI,1
Glovo GLOVO B3NE3C1Z,1
LIDL MALL-ALCUDIA,1
99* POP 04Set 01h59min,1
TAHE PRODUCTOS COSMETICOS,1
FRIDAY S REST,1
MESON HNOS.CARRASCO,1
KIKA LEHEL U.,1
DIPIKA,1
BROWNS BATH,1
E.S.POLICOTXE,1
LA CISTERNA DEL MORO,1
ONCE,1
"BP Service Grand,Saconnex",1
Google Pristine Softw,1
MACNIFICOS,1
CEPSA GIB,1
KAUBAMAJA TALLINN,1
DL          *887053222,1
SOCKS   TIGHTS,1
MARCOS SERRA TUR,1
IZ *OH MY DOG! LTD,1
ASADOR EL JEFE,1
000000117,1
DEMERGE BRASIL FACILIT,1
DING   *64843409,1
WWW.GESTOCLIC.ONLINE,1
ST RAPHAEL PR. HOSPITAL,1
THE MEAT BAR,1
SUPERDRY,1
PARKING MARTINEZ ASTEI,1
AAFaveroEventosMe,1
TRAN*MounikaAmbati,1
MAGATZEM 1,1
TAXI 159 CALVIA,1
COOP TANKSTELLE,1
LONDIS POST OFFICE,1
AREAS,1
LINKEDIN-603*4716604,1
CAPTAIN CORVUS OY,1
ALIMENTACION GIOVANNA S.L,1
RECarga*CartaoPrePago,1
MSG PIZZA SL,1
THE BEERS,1
ESTANC DE LA VILA,1
PHAM+THI THAO,1
EL MIRADOR DEL ROQUEO,1
99* POP 21Jul 07h30min,1
PAYPAL *YFOOD LABS,1
99* POP 01Ago 01h03min,1
99* POP 13Ago 00h55min,1
ALL'S WELL,1
NowTV ROI 839E6,1
PAYPAL *GOG,1
LEMOUSIA MARIA,1
MAISONS DU MONDE,1
MERCADINHO DO GILSON,1
Riot,1
COLCHESTER SF CONNECT,1
MM DUNA,1
99* POP 31Ago 23h21min,1
DING   *63007798,1
Revolut**1456*,1
LUSH ITALIA SRL,1
BURGER VAN BISTRO,1
HELADOS SIRVENT,1
SAS SRL,1
DIN SKO 1132,1
EARLY LEARNING CENTRE,1
RESTAURANTE CHINO QI XIN,1
BONAREA REDONDEO SOLIDARI,1
C A Online GmbH,1
CURRYS ONLINE,1
LECKFORD FARM SHOP,1
TAXI N19 FORMENTERA,1
TAXI 58,1
99* POP 21Set 22h05min,1
SAINSBURYS SACAT 2055,1
PRODEJNA VALMONT,1
PP*COMCAB CFN,1
NB869119,1
nuevo manzanar,1
EXTRAFARMA MANGUEIRAO,1
PRECI SKI MERIBEL C,1
PAYDENS PUTNEY,1
ET *CARHIRE,1
ZARAHOME SPAIN,1
BANKIA      553,1
99* POP 30Abr 00h34min,1
BUSCALIBRE ESPANA S.L.,1
LUCKIEFUN'S ISO OMENA,1
RSS STOKE BROOK,1
UNIONES CARNICAS BIERZO,1
MacNamara Life Pharmacy,1
MEDIA MARKT ONLINE,1
LLOYDS AT SAINSBURYS,1
LEROY MERLIN TORREVIEJA,1
JOSE A.MAS BERNARD,1
COINBASE YJZFV2AHV,1
MERCA LA LINEA,1
PAYPAL *BELLAVIA UG,1
99* POP 06Ago 01h14min,1
JOHN LEWIS PARTNERSHIP,1
00491756,1
ADEGA BEER COMERCIO DE,1
PAYPAL *RADWELT,1
99* POP 11Set 09h19min,1
DHL INTERNATIONAL,1
PAYPAL *RODRIGOARNE,1
SumUp  *Clevedon beach,1
SAVILLS UK LTD,1
444444,1
frutibus,1
RAME,1
ESHALFOOD888 SL,1
MM ALMERIA,1
Uno-X Eurosenteret 064,1
KIOSKO LA DUNA,1
LEWISHAM,1
Warszawski Cymes,1
SAINSBURY'S BRISTOL WA,1
FARMACIA FORNES,1
TRATTORIA TOSCANA,1
GIBRALTAR CAR PARKS FI,1
KONOBA PROTO,1
THE HEALTH STORE,1
DEEZER MUSIC*ADYI5EB19,1
NA KNOFLIKU,1
LITTLE GREEN RABBIT GMBH,1
RUTA AL SUR,1
ASDA  STORES,1
PAYPAL *ECHOUSESTOR EBA,1
AUCHAN DUNAKESZI,1
OCEAN VILLAGE EXPRESS,1
WWW.OBDEV.AT,1
TESCO STORES 5650,1
LEKARNA DR.MAX 391,1
BP FLYOVER F/STN,1
SPECIALLY FOR YOU SL,1
WHITE HART,1
COCKNEY PRIDE,1
"CIRCLE K WARSZAWA,",1
FUKU - ISO OMENA,1
FernandoDaSilva,1
DEPORVILLAGE,1
ADIDAS,1
ESC CONS AGCY MALAGA,1
Revolut*7005*,1
NAKAS GLYFADAS,1
IL MORO DI TREZZA,1
KLARNA,1
The Piazza Grill Ca,1
FHU LUMEN,1
FARMACIA CORVALES,1
FRKEN PEDERSEN,1
CARREFOUR ESTEP,1
ROYAL SPICE,1
DING   *64843806,1
NowTV ROI 6452C,1
ELMUEMASZENERGIASZOLGA,1
PAYPAL *DOMINOSPIZZ,1
EROSKI ALBUFERA DE ALCUDI,1
CYKLOKYJOVSKY,1
GUM CO CC* MICHAL MALE,1
LA IBENSE ED FORMENTOR,1
RESTAURANTE FRANCISCO,1
RELAY 1714. T2/A VIRGI,1
TESCO STORE 2310,1
DUNELM (SOFT FURNISHIN,1
ONEROAD TAXI LLC,1
99* POP 18Set 07h22min,1
ROAD TAX DEPARTMENT 2,1
EL CORTE INGLES FRANCESC,1
LEROY MERLIN MURCIA,1
CAN MASCOTA,1
Hackescher Hof Restaurant,1
BOINGO,1
SUPERSOL,1
PANIFICADORA NATALIA,1
FERRETERIA HERMANOS VAL,1
SUMUP  *ELIANAFDESOUZA,1
IZ *EVERYhaus,1
BOLT.EU /O/2011270610,1
TAVERNA TRASTREVE,1
HELP SOLUCION INFORMATICA,1
PAYPAL *GARDENINGNA,1
AROMA-ZONE.COM,1
00492693,1
MERCADONA VALDEBEBAS,1
E.S. IBAETA,1
Kauppakeskus Iso Omena,1
TAXI,1
CERVECERIA BOTAVINO,1
SHOPPING CATUAI MARING,1
CRISTINA CARRIO,1
PAYPAL *YONGXUNDIAN EBA,1
MERCPAGO    *RRMULTIM,1
PO BRAINTREE 0,1
adidas FO Jerez Luz Shop,1
BP FELIXSTOWE DOCKS S/A,1
"\"SHELL TO:LTO\"\"A'LLOMA'S\"",1
GIBRALTAR MORRISONS,1
BOLDU ROSSELLO,1
AMZ*WONKIN,1
CAPRABO 7913,1
MERCPAGO    *ESIVALDO,1
UNICAJA,1
PAYPAL *ADUNWORTH EBAY,1
MISS CHEN,1
MAKO,1
BOOTS RETAIL(IRE)1737,1
PO UPPER MULGR,1
RECARGA*INGLATERRA,1
410 LEGO ROMA TOMACELLI,1
FIVE GUYS FULHAM,1
POSTO PETROBRAS BANC.,1
CARREFOUR HIPERMARKET,1
DISNEY PLUS,1
TRAFIKA MASARYKOVA,1
STAR BAR,1
H BRUGGEMANN COMBUSTIV,1
FARMACIA DE LA TORRE,1
BAR ELIGE TU TAPA,1
HUB,1
OUTBACK BZ 8,1
99* POP 20Jul 13h57min,1
99* POP 27Mai 10h28min,1
Jurys Cafe and Wine Ba,1
E.G. S. LAZAROS PROJECT,1
LA CHIMENEA1995,1
MANOLO EL POLLERO,1
PICK   SAVE,1
EDIVANE VIANA DE OLIVE,1
Blizzard Entertainment Bl,1
BIG CONTAGEM,1
FERRER DE TALL,1
LIDL GB HORNCHURCH,1
MENY GYSTADMARK,1
99* POP 17Set 06h04min,1
IZ *SANDWICH DIRECT BR,1
ASDA PETROL 4145,1
ZOUMOS RESTAURANT,1
MERCPAGO    *SAMURAIS,1
JUS BRASIL,1
INTIMISSIMI,1
KLM SA MOTHERCARE,1
XYDEAS,1
PAYPAL *GARMINEUROP,1
REAL SOCIEDAD,1
CANYON.COM,1
CAFETERIA NUEVO BALU,1
PAYPAL *GARDEN SHOP,1
QUARS,1
DELIKATESY CENTRUM,1
MERAKI,1
DELI  MAS,1
TOT MODA,1
E.S. SAN JOSE,1
COINBASE 4F9M,1
LA BIRRATEKA,1
HOTEL BEST COSTA BALLENA,1
99* POP 22Jul 18h57min,1
PIXIXI,1
CARPISA,1
Facebook EJYSSQW452,1
99* POP 19Set 06h07min,1
PIZZERIA PLAZA,1
VIA MAZZINI 69,1
Air Bank 2147,1
99* POP 02Ago 21h17min,1
C E HARROD CHEMIST,1
ANDREW MARTIN,1
TRAFIKA NADRAZI,1
cryosinternational.com,1
SQ *BERGEN BEACH CAFE,1
SKEIDAR LORENSK,1
moshi moshi,1
PISTATXO,1
GET JOOST SMOOTHIE BAR,1
Revolut**4077*,1
Teofiloboteco,1
TAXI N 2 FORMENTERA,1
LS London Regent Street,1
"FIVE GUYS SPAIN,S.L",1
TAURON SP. ZO.O.,1
MALAOS S.C.,1
SQ *FOUBERTS FULHAM,1
ATM-0036,1
NEHA CURRY HOUSE,1
SUPERMERCADO JAMAICA,1
PRO*ANIA KRUK SPOLKA Z,1
REWE Markt Carmen,1
LLODRA SL - SANTA MARIA,1
TCHIBO SHOP,1
TATA SIA AIRLINES LIMI,1
CONER SUPERMARKET,1
MERCADINHO NOGUEIRA,1
00495317,1
AMZNPrime DE,1
ISLAMABAD HALAL MEATS,1
DZING.FINANCE,1
TE31636,1
FARMACIA AYTE,1
DEMERGE BRAS*DropboxD8,1
20483053,1
ELIRIS,1
"GASOILS CRUELLA, S.L.",1
CHIRINGO FUENTE DEL GALLO,1
PIZZERIA 222,1
STADIUM,1
MAIN SHOP,1
LA PIZZA NOSTRA,1
99* POP 08Ago 01h59min,1
EDEKA Fil. 5450,1
RUA PRUDENTE DE MORAES,1
10011732,1
LA CAIXA    110,1
Mumbai Local,1
LOCANDA DEL VULTURE S.L.,1
WINDMILL TEAROOMS,1
HOTEL LE ROC,1
BESTARD,1
PLAISIO_eCommerce,1
KFC BRAINTREE,1
NEWREST TRAVEL RETAIL- VU,1
MIDTOWN CAR PARK,1
Glovo GLOVO BTB149P5,1
PostoImperio,1
NET-A-PORTER LTD,1
DISNATYVIC,1
VIENA VIC,1
IZ *Achillices,1
21032457,1
MERCPAGO    *FAMARO,1
Revolut**7625*,1
MAXI FOODS,1
HONG KONG RTE,1
THEATRE CAFE,1
BURGER KING,1
Restaurant Dolores,1
HAMACAS BESO BEACH,1
ONLYFANS.COM,1
ENDESA E WEB EC 0001,1
Despachante,1
SOLLER 2010,1
99* POP 23Ago 01h39min,1
UNDER ARMOUR SPAIN SL.,1
TESCO HACKNEY MORN,1
Revolut**9837*,1
HALL OF BRANDS 2,1
BERKELEY ARM OFF LICEN,1
00492363,1
FINIS BEACH BAR,1
VILA 5 BAR,1
CALZEDONIA,1
MOUNTAIN WAREHOUSE,1
DEVOTO EXPRESS,1
FARMACIA ALAMEDA,1
PRIMARK 438,1
99* POP 30Jul 00h18min,1
OPCIONS VIALS,1
MOVEMBER FOUNDATION,1
BRYAN NEUMATICOS YERAI TO,1
PAYPAL *GOOGLE BOOKSMAD,1
HARMONT BLAINE,1
20859356,1
BACKEREI HOTZ RUST AG,1
E.S. CALDAS DE LUNA,1
FARMACIA VITORIA DA CO,1
ARTESANS DES DE 1906,1
Facebook ZJN2SSEGU2,1
99* POP 25Ago 05h15min,1
SKLEP FIRMOWY NR 131,1
GABRIELA FERREIRA BORG,1
JBZ COMERCIO DE GENERO,1
LA CAIXA    061,1
LIDL GB BIRKENHEAD,1
MPAKOPOULOS ELEFTH AND,1
TANGO RESTAURANTE,1
PRIMOR ZENIA BOULEVARD,1
ZARA INTERNET POLAND,1
gearbest.com,1
BRORA - COVENT GDN,1
DM 137 PE'CS,1
SC-LE ROC BAR,1
PET CITY,1
ComercialMonte,1
MARIAL,1
GROUP M SRL,1
BRAINTREE SERVICE STATION,1
BIG FRIOS,1
BUDAPEST ONKENTES,1
PAYPAL *MICKBROADHE EBA,1
N056931,1
WEMBLEY OFF LICENCE,1
ESTAPAR VISION,1
PIRATE CANDY SHOP,1
EL RACO D EN PERE,1
FARMACIA POU PORTUS,1
HOSPITAL QUIRON TORREVIEJ,1
FERRETERIA PERELLO,1
LA SIESTA,1
Glovo GLOVO M89B8YEA,1
KAFEIN B-Alexanderplatz 2,1
COINBASE 9J9SK9EV9,1
MERCADINHO TERRA VERDE,1
DL          *168985484,1
OLLA DELS EXPERIMENTS,1
MERCADONA TAMARACEITE,1
"BANCA MARCH, S A",1
TE33576,1
LA TAPERIA,1
LES VERDONS,1
Revolut**7610*,1
natural FRUITS,1
BADEN HOUSE PHARMACY,1
SAKI LEATHER,1
LAS BARCAS,1
99* POP 18Jul 14h36min,1
DING   *62123671,1
MERCPAGO*DEJU9627703,1
99* POP 16Ago 23h59min,1
PAYPAL *SCREWFIX,1
TELEPIZZA SALOU,1
BLOCK HOUSE,1
WWW.SPAREROOM.CO.UK,1
SOUL OFF ROAD,1
VIVEROS CANTADOR,1
EDEKA Fil. 5419,1
TRINCA II,1
OPEN CHAVEIROS CONDOR,1
"34100 NEW YORKER CZ, S.R.",1
CIRCLE K BRONISZEW,1
WWW.ALDI.CO.UK,1
Pro Danse,1
LEMONGRASS RIBERA 7,1
99* POP 24Set 02h03min,1
GREENWOOD FOOD   WINE,1
Shell Fulham Palace Ro,1
FRIDAYS KIFISSIA AE,1
MARAMZ.COM,1
ANTICA FARMACIA TORRE ARG,1
INDIEGOGO* CAMPAIGN,1
LA CAIXA    264,1
K market Pohjantahti,1
WH SMITH TRAVEL,1
WWW.GAMEWAGON.CO.UK,1
E.S. SHELL BARAJAS,1
NETFLIX,1
PAYPAL *AVANIS ALL,1
LA TABERNA DEL CAMPERO,1
PAYPAL *ADIDASINTER,1
99* POP 30Ago 05h51min,1
AutoCamp Russian River,1
LIDL GB  LEEDS,1
FranciscoVieiraDe,1
Airmalta,1
CANAABOLSAS,1
21032435,1
NOSTRUM,1
eShopWorld/Vic Secret,1
PERFUMERIA PRIMOR,1
MAJESTICFUN.NET,1
B M RETAIL LTD,1
MERCPAGO    *ZEILSOND,1
www.groupon.es,1
AHMED BENDALI SABBAH,1
TAXI L8,1
KAUPINKALLION,1
BIG EASY COVENT GARDEN,1
LA SIRENA SANTA ENGRACIA,1
MERCPAGO*LINHASVERACR,1
TRAN*MikhailTimonin,1
99* POP 24Jul 05h03min,1
KIKO UK LTD,1
BABY-ROSE WERLEN GMBH,1
WH SMITH DFA BRASIL,1
Shahzad Halal Meat LTD,1
RUIZ GALAN SUPERMERCADO L,1
CAPRINOS PIZZA (FAR,1
RINITA,1
LINKEDIN-604*1817334,1
PAYPAL *GEARBEST,1
ESTANCO CARRASCO NIETO,1
MARIA AMELIA CAFETERIA,1
ASICS FO MALLORCA FEST,1
SP * BENUTS-ES,1
MARYMARKET 24 HORAS,1
COINBASE 92LB,1
Gap White City,1
INTERMARCHE PORT MOS,1
RESTAURANTE WELCOME,1
H AND M  GR0438,1
LEROY MERLIN,1
RESTAURANTE DONOSTI,1
YUBICO AB,1
251000,1
G GRAJALES AUTOSERVICI,1
KFC,1
BAIHA LIMON CHIRINGUITO,1
MidasLpServicosE,1
HAAGEN DAZS,1
TESCO STORE 2132,1
99 TECNOLOGI*879610070,1
MERCADONA PZA. SAN JORDI,1
AHORRAMAS SA,1
SALVADOR ARTESANO ZAPATER,1
THE ROMFORD BREWERY TR,1
ROKIT,1
SEQUOIA-WUKSACHI LODGING,1
U MAMLASU,1
VICTORIA VERDE,1
SUPERMERCADO,1
COOP-2244 BAAR GOTTHARD,1
BAR CAFETERIA TASTIC,1
NEXT DIRECTORY,1
RAANTHAI ORIENTAL SUPE,1
ANCHOR SERVICE STATION,1
Fulham,1
RESTALLAMAS SL,1
LONDON GRAPHIC CENTRE,1
CAFETERIA BINIBECA,1
The Coop,1
COINBASE W8MD,1
LA LOMA,1
COINBASE TJUYT8UCU,1
Delikatesy Plac Niemena,1
AWS EMEA,1
MAXI CASA VIC SL,1
DROGERIE MOLL AG,1
1PAY.LU     *557847983,1
WIZZ AIR HUNGARY KFT NOK,1
RitualsCosmetics Rituals,1
PAYPAL *ORIGIN.COM,1
Facebook AN6M2TAHU2,1
WWW.CD.CZ/ESHOP/,1
CONTINENTE CALVARIA,1
TE46596,1
TAKAREKBANK ZRT,1
ALMACEN DE ELECTRODOMESTI,1
MYCHEF AREA REGISTRAZION,1
CRV*TESCO STORES  3142,1
JULIO LOZANO SANCHEZ,1
99* POP 14Ago 02h33min,1
99* POP 21Set 20h17min,1
CAPO BONIFATI,1
99* POP 02Ago 02h23min,1
PAYPAL *MOLLOYHOLDI,1
IL SONO BEACH BAR RESTAUR,1
LONDON  LEYTONS,1
WWW.PRIVATE-EYE.CO.UK,1
HP *Furniture seller,1
EC *PGTODECONTAS,1
Facebook 2XYMER2552,1
ISERN ELECTRO,1
HELADERIA LOS VALENCIANOS,1
COINBASE 6R5JLQVZZ,1
APARCAMIENTO ARENAL,1
SPORT AUTO.ACCESORIOS,1
E.S. TORREVIEJA,1
MERCADO PAGO,1
Pirates 5,1
WEST NINE FOOD   WINE,1
SHELL ENCUENTRO,1
50080000,1
BEYOUNG,1
OHASHI,1
KOTSOVOLOS,1
NESPRESSO BOUTIQUE MAL,1
DOUBLE FONDS,1
SUPERMERCADO BELUCCI,1
A.MA.RE. SRLS,1
NOTARIA MIGUEL ANGEL,1
LID3Y61,1
PAYPAL *OEZTUERKBUR,1
00493615,1
MERCPAGO    *JTG,1
IDEO BRICOLAJE Y DECOR,1
CUS PADOVA,1
ALGECIRAS,1
PESCADERIA JAVIER RAMOS,1
Google Payment IrelandLTD,1
WICKES MARTLESHAM HEAT,1
MEETING POINT CAFE,1
PERFECT-OIL EOOD,1
RESTAURANTE EL TORIL,1
Revolut**4964*,1
ERA ZENON,1
Petshopmalta,1
99* POP 11Ago 04h05min,1
R ESPOO ISO OMENA METR,1
PETITE EGYPTE,1
CRV*,1
The Body Shop,1
MACXIPA MADRAZO,1
GO OUTDOORS,1
MANGO OUTLET-EUR,1
THE LONDON WALL BED CO,1
SumUp  *Spreekuche GmbH,1
99* POP 05Ago 02h22min,1
VISURASI,1
LES 4 CARRETERES,1
PAYPAL *LONDONCAMER,1
HELADERIA DADDY,1
PAYPAL *GREENLEAF,1
KAMAKURA,1
EL CHIRINGUITO TARIFA,1
SAN ROQUE,1
THE LOCKSIDE CAMDEN,1
20041621,1
IRD.GOV.MT,1
EROSKI BORDER,1
FISIOTERAPIS,1
OAHU FOOD & BEER,1
LIDL D KUJE ZA N KUP,1
Facebook 5VYC3RJ552,1
HT*BERNARDES,1
Facebook P4QYRS6HU2,1
PORT DE L'ESCALA,1
99* POP 07Set 03h08min,1
RAS BEACH VIBES LOUNGE,1
SUPERMERCAT XINES,1
XARCUTERIA COLOMA,1
RESTAURANTE ANGUS,1
PANIERE CHABLAIS,1
goout.cz,1
E.REICHELT RIEBE,1
PAYPAL *BULKPOWDERS,1
99* POP 13Out 23h43min,1
DONDOMINIO-MRDOMAIN,1
COMPRA FACIL SUPERMERC,1
SAINSBURYS PETROL (JCB,1
DISTRILIMP,1
QUEST CERVECERIA,1
RESTOROUTE GRUYERE,1
MAYFIELD LAVENDER LTD GPR,1
E0508 BENALMADENA - AV,1
FABIOVINICIUSCOST,1
ICENTRE,1
DOYOUSPAIN.COM,1
AMZ*Electo Rii,1
LEROY MERLIN TOLEDO,1
BOOTS 0720,1
20480332,1
TROPICALISSIMA,1
JURYS,1
ROYAL MAIL GROUP,1
DEBA SUSHI LOUNGE,1
ES REPSOL 2 CIRCULAR,1
Lastminute.com,1
ALDI HORTALEZA,1
ALIMENTACION GEOVANNA,1
PauloAlvesAraujoF,1
BECCY'S GREENGROCERS,1
FARMACIA SIERRA NEVADA,1
LA MAISON DE SAVOY,1
MONETIZZE*AmostraLibid,1
PORT PREMIA,1
99* POP 02Set 07h25min,1
COINBASE FGJB37RA3,1
HOLLAND   BARRATT,1
IHOP,1
COINBASE XPC6,1
Hotmart,1
ANAR RESTAURANT,1
PAYPAL *APOTHEKEPC,1
VERIDE,1
HOTELRONDAMOMENTS,1
ERAMNSA,1
CSAS,1
RINCON GAUCHO,1
EL GARNACHO,1
TRENASUR,1
ul. Kaliny Jedrusik 7,1
GOLDENE RAKETE - ACM FOOD,1
SAPOUNTZISGEORGIOS,1
EMBOTITS CROSAS,1
MEDINA MONCAYO S.A,1
MUSTI JA MIRRI,1
AUTO POSTO UNIVERSIDAD,1
LA FORASTERA,1
LV INSURANCE W,1
PAYPAL *JACCSPORTS,1
PICPAY *NA2 DANILOVIA,1
Revolut**7429*,1
THE ELIOTT HOTEL,1
YELMO CINES AREA SUR,1
LOUIS VUITTON HELLAS S,1
99* POP 14Set 08h23min,1
RESTAURANTE MANILVA 2,1
Polene,1
APS BANK LTD,1
"VENTA LA BUTIBAMBA, S.L.",1
RECARGAPAY INGLATERRA,1
AMRITA NUTRITION,1
99* POP 20Jul 18h09min,1
MIREMAR TERCEROS,1
HIM,1
SHELL LEKOS,1
CEDIPSA 05567-1 MOIA,1
GATE GROUP INFLIGHT,1
IZ *MANOMAY IMPORT EXP,1
HERBOLARIO AGUA DE MAY,1
MGI MALAGA NOSTRUM,1
CHARMANTAS GEORGIOS,1
DL          *345784282,1
BALEARIA,1
POLICE DEPARTMENT,1
SLOW BOAT,1
LONDON TAXI JOURNE,1
BONDOR BAZAR CASH   CA,1
Revolut**0353*,1
00497723,1
TESCO STORES 6256,1
PAYPAL *CUOIOEPELLA EBA,1
VILLAGE ORGANIC,1
MUNDO DAS AVES,1
THE BATTERY PEOPLE,1
HELADERIA MARSALAO,1
LUSH BEACH BAR,1
CORKS RESTAURANT,1
ADonaDoPao,1
DRI*Crucial,1
RP,1
EAT FRESH,1
CURRY HOUSE,1
Terranova,1
IZ *DANCE OF LIFE LIMI,1
REI DA CARNE,1
HOSTAL CAL MET,1
IZ *Home Of Factory Gm,1
TOYSHOW,1
bunq B.V,1
OPENCOR VENDING V069,1
CAFFE CONCERTO,1
LIRA S LANCHE,1
CEDIPSA 31609-1 MARTORELL,1
PAYPAL *ALESSI SPA,1
TASOS PAPADOPOULOS AND,1
IKEA FURUSET,1
Royal Park CF,1
COLONY RESTAURANT,1
FARMACIA ANTONIO GARCIA,1
Facebook 5FMKYQW452,1
ABASSY DONER KEBAB,1
Ding 62124096,1
KASAJAPO,1
BrunoSouzaFarias,1
OBI 006 UJPEST,1
Ham   Snack Ltd,1
Julchen Hoppe,1
BEFSZTYK Zolborz mb,1
TRIED AND TRUE,1
VILLA DEI VENTI,1
ROSSIDIS ON LINE STORE,1
Google socialpoint,1
PAYPAL *POLIPRESCON,1
POSTO SUPER CHECK IN L,1
TORREGOFRE,1
Prime Now DE,1
Tesco Brno Dornych,1
SUPERMERCADO COTLLIURE,1
LINKEDIN-606*4721264,1
PANDORA LA ZENIA,1
EE.SS. LAS MARISMAS,1
99* POP 18Jul 14h40min,1
MERCADONA C/CALABRIA,1
FS *pickmeapp,1
ONE STOP (2730),1
CAFES COPAS HELADERIA,1
TAXI ESTACIONAL 83,1
CLUB NAUTIC L'ESCALA GASO,1
PAYPAL *SECRETLABNL,1
NANA NANA RAMEN BAR,1
STARBUCKS RUZAFA,1
PAYPAL *FITNESSDIGI,1
WIDDICOMBE LIMITED,1
melvil.cz,1
MERCPAGO    *JULLYOSM,1
BAR ESTERRI,1
SPRINTER ALTABIX,1
The borge dental   med,1
FRUITERIA REMEI,1
TAPICERIAS GARCIA Y TORR,1
JESSICA ALMEIDA MOREIR,1
SARILIVA TRADING COMPANY,1
IDEA NATUR,1
LIDL ELCHE-CRTA.DOLORES,1
0328694 TORREVIEJA SUC 1,1
